,platform,genre,players
8567,Xbox360,Fighting,4  Online
8567,Xbox360,2D,4  Online
8567,Xbox360,2D,4  Online
8568,Xbox360,Action,No Online Multiplayer
8568,Xbox360,Action Adventure,No Online Multiplayer
8568,Xbox360,General,No Online Multiplayer
8568,Xbox360,General,No Online Multiplayer
8568,Xbox360,Shooter,No Online Multiplayer
8568,Xbox360,Third-Person,No Online Multiplayer
8568,Xbox360,Arcade,No Online Multiplayer
8569,PlayStation2,Driving,04-Jan
8570,Switch,Role-Playing,No Online Multiplayer
8570,Switch,General,No Online Multiplayer
8571,PC,Action Adventure,No Online Multiplayer
8571,PC,Adventure,No Online Multiplayer
8571,PC,General,No Online Multiplayer
8571,PC,3D,No Online Multiplayer
8571,PC,First-Person,No Online Multiplayer
8573,Switch,Adventure,No Online Multiplayer
8573,Switch,General,No Online Multiplayer
8574,Switch,Role-Playing,No Online Multiplayer
8574,Switch,Japanese-Style,No Online Multiplayer
8575,PC,Strategy,No Online Multiplayer
8575,PC,General,No Online Multiplayer
8577,PlayStation4,Role-Playing,No Online Multiplayer
8577,PlayStation4,Action RPG,No Online Multiplayer
8578,Switch,Action Adventure,No Online Multiplayer
8578,Switch,General,No Online Multiplayer
8579,XboxOne,Action,No Online Multiplayer
8579,XboxOne,Platformer,No Online Multiplayer
8579,XboxOne,3D,No Online Multiplayer
8581,PlayStation4,Action,No Online Multiplayer
8581,PlayStation4,General,No Online Multiplayer
8582,PlayStation4,Role-Playing,No Online Multiplayer
8582,PlayStation4,Action RPG,No Online Multiplayer
8583,PC,Action,No Online Multiplayer
8583,PC,Shooter,No Online Multiplayer
8583,PC,First-Person,No Online Multiplayer
8583,PC,Arcade,No Online Multiplayer
8584,PC,Strategy,2
8584,PC,Turn-Based,2
8585,PC,Strategy,No Online Multiplayer
8585,PC,Turn-Based,No Online Multiplayer
8586,PC,Historic,No Online Multiplayer
8586,PC,Strategy,No Online Multiplayer
8586,PC,Turn-Based,No Online Multiplayer
8586,PC,General,No Online Multiplayer
8590,Wii,Driving,04-Jan
8590,Wii,Racing,04-Jan
8590,Wii,Arcade,04-Jan
8592,DS,Action Adventure,No Online Multiplayer
8592,DS,Sci-Fi,No Online Multiplayer
8592,DS,Sci-Fi,No Online Multiplayer
8592,DS,General,No Online Multiplayer
8593,PC,Miscellaneous,No Online Multiplayer
8593,PC,Puzzle,No Online Multiplayer
8593,PC,Action,No Online Multiplayer
8594,PC,Sports,1 Player
8594,PC,Traditional,1 Player
8594,PC,Team,1 Player
8594,PC,Sim,1 Player
8595,PC,Simulation,08-Jan
8595,PC,Driving,08-Jan
8595,PC,Combat,08-Jan
8596,PC,Strategy,08-Jan
8596,PC,Real-Time,08-Jan
8596,PC,Sci-Fi,08-Jan
8596,PC,Sci-Fi,08-Jan
8596,PC,General,08-Jan
8597,PlayStation,Strategy,1 Player
8597,PlayStation,Turn-Based,1 Player
8597,PlayStation,Historic,1 Player
8598,Xbox,Action,16  Online
8598,Xbox,Shooter,16  Online
8598,Xbox,First-Person,16  Online
8598,Xbox,Historic,16  Online
8599,Xbox360,Action,2  Online
8599,Xbox360,Fighting,2  Online
8599,Xbox360,Fighting,2  Online
8599,Xbox360,3D,2  Online
8599,Xbox360,3D,2  Online
8600,Xbox,Action,16  Online
8600,Xbox,Shooter,16  Online
8600,Xbox,First-Person,16  Online
8600,Xbox,Historic,16  Online
8601,Xbox360,Action,2  Online
8601,Xbox360,Fighting,2  Online
8601,Xbox360,Fighting,2  Online
8601,Xbox360,3D,2  Online
8601,Xbox360,3D,2  Online
8603,Switch,Miscellaneous,No Online Multiplayer
8603,Switch,Compilation,No Online Multiplayer
8604,Wii,Action,04-Jan
8604,Wii,Miscellaneous,04-Jan
8605,XboxOne,Role-Playing,No Online Multiplayer
8605,XboxOne,Action RPG,No Online Multiplayer
8606,PlayStation4,Action,2
8606,PlayStation4,General,2
8607,PlayStation2,Miscellaneous,04-Jan
8608,Xbox360,Action,2  Online
8608,Xbox360,Shooter,2  Online
8608,Xbox360,Shooter,2  Online
8609,PC,Strategy,No Online Multiplayer
8609,PC,Turn-Based,No Online Multiplayer
8609,PC,Fantasy,No Online Multiplayer
8609,PC,General,No Online Multiplayer
8609,PC,Fantasy,No Online Multiplayer
8610,DS,Action,08-Jan
8610,DS,Shooter,08-Jan
8610,DS,Shooter,08-Jan
8611,PC,Strategy,Online Multiplayer
8611,PC,Real-Time,Online Multiplayer
8611,PC,Sci-Fi,Online Multiplayer
8611,PC,Sci-Fi,Online Multiplayer
8611,PC,General,Online Multiplayer
8612,PC,Horror,No Online Multiplayer
8612,PC,Action Adventure,No Online Multiplayer
8612,PC,Adventure,No Online Multiplayer
8612,PC,3D,No Online Multiplayer
8612,PC,Survival,No Online Multiplayer
8612,PC,First-Person,No Online Multiplayer
8613,GameCube,Action Adventure,1 Player
8613,GameCube,Fantasy,1 Player
8614,PC,Adventure,Online Multiplayer
8614,PC,3D,Online Multiplayer
8614,PC,Third-Person,Online Multiplayer
8615,PC,Action,No Online Multiplayer
8615,PC,Platformer,No Online Multiplayer
8615,PC,2D,No Online Multiplayer
8616,PlayStation4,Role-Playing,Up to 4 
8616,PlayStation4,Action RPG,Up to 4 
8617,PC,Puzzle,No Online Multiplayer
8617,PC,General,No Online Multiplayer
8618,Xbox360,Miscellaneous,No Online Multiplayer
8620,Xbox360,Action,04-Jan
8620,Xbox360,Platformer,04-Jan
8620,Xbox360,Platformer,04-Jan
8620,Xbox360,3D,04-Jan
8620,Xbox360,3D,04-Jan
8621,PC,Modern,No Online Multiplayer
8621,PC,Action Adventure,No Online Multiplayer
8621,PC,General,No Online Multiplayer
8621,PC,Survival,No Online Multiplayer
8622,PC,Role-Playing,No Online Multiplayer
8622,PC,Action RPG,No Online Multiplayer
8623,PlayStation2,Action,1 Player
8623,PlayStation2,Beat-'Em-Up,1 Player
8624,PC,Action,No Online Multiplayer
8624,PC,Music,No Online Multiplayer
8627,PlayStation2,Strategy,1 Player
8627,PlayStation2,Turn-Based,1 Player
8627,PlayStation2,Fantasy,1 Player
8629,Switch,Action,No Online Multiplayer
8629,Switch,Shooter,No Online Multiplayer
8629,Switch,Music,No Online Multiplayer
8630,PC,Action Adventure,Up to 6 
8630,PC,Survival,Up to 6 
8632,Xbox360,Action Adventure,No Online Multiplayer
8632,Xbox360,Fantasy,No Online Multiplayer
8632,Xbox360,General,No Online Multiplayer
8632,Xbox360,Fantasy,No Online Multiplayer
8634,PC,Strategy,No Online Multiplayer
8634,PC,Turn-Based,No Online Multiplayer
8635,PSP,Driving,Up to 6 
8635,PSP,Racing,Up to 6 
8635,PSP,Arcade,Up to 6 
8636,PC,Adventure,1 Player
8636,PC,General,1 Player
8636,PC,General,1 Player
8637,PlayStation2,Action,02-Jan
8637,PlayStation2,Shooter,02-Jan
8637,PlayStation2,First-Person,02-Jan
8637,PlayStation2,Sci-Fi,02-Jan
8638,Xbox360,Miscellaneous,No Online Multiplayer
8639,PC,Action Adventure,1 Player
8639,PC,Modern,1 Player
8640,Wii,Role-Playing,1 Player
8640,Wii,Action RPG,1 Player
8640,Wii,General,1 Player
8640,Wii,Action RPG,1 Player
8642,PC,Strategy,8  Online
8642,PC,Real-Time,8  Online
8642,PC,Sci-Fi,8  Online
8642,PC,Sci-Fi,8  Online
8642,PC,General,8  Online
8643,PlayStation4,Adventure,No Online Multiplayer
8644,Wii,Strategy,1 Player
8644,Wii,Real-Time,1 Player
8644,Wii,Fantasy,1 Player
8644,Wii,General,1 Player
8644,Wii,Fantasy,1 Player
8645,PlayStation2,Miscellaneous,1 Player
8645,PlayStation2,Puzzle,1 Player
8645,PlayStation2,Puzzle,1 Player
8645,PlayStation2,General,1 Player
8647,XboxOne,Simulation,No Online Multiplayer
8648,Xbox360,Action,No Online Multiplayer
8648,Xbox360,Beat-'Em-Up,No Online Multiplayer
8648,Xbox360,Beat-'Em-Up,No Online Multiplayer
8648,Xbox360,2D,No Online Multiplayer
8648,Xbox360,3D,No Online Multiplayer
8649,Xbox360,Sports,4  Online
8649,Xbox360,Traditional,4  Online
8649,Xbox360,Team,4  Online
8649,Xbox360,Sim,4  Online
8649,Xbox360,Sim,4  Online
8650,Xbox360,Sports,Up to 4 
8650,Xbox360,General,Up to 4 
8650,Xbox360,General,Up to 4 
8651,XboxOne,Action Adventure,No Online Multiplayer
8651,XboxOne,General,No Online Multiplayer
8652,PlayStation4,Miscellaneous,No Online Multiplayer
8652,PlayStation4,Compilation,No Online Multiplayer
8654,PC,Adventure,No Online Multiplayer
8654,PC,General,No Online Multiplayer
8655,PlayStation4,Sports,2
8655,PlayStation4,Individual,2
8655,PlayStation4,Combat,2
8656,PlayStation4,Action,No Online Multiplayer
8656,PlayStation4,Shooter,No Online Multiplayer
8656,PlayStation4,First-Person,No Online Multiplayer
8656,PlayStation4,Arcade,No Online Multiplayer
8657,PC,Strategy,No Online Multiplayer
8658,Xbox,Action Adventure,1 Player
8658,Xbox,Fantasy,1 Player
8659,DS,Strategy,No Online Multiplayer
8659,DS,Miscellaneous,No Online Multiplayer
8659,DS,Turn-Based,No Online Multiplayer
8660,PC,Role-Playing,No Online Multiplayer
8660,PC,Action RPG,No Online Multiplayer
8660,PC,Action RPG,No Online Multiplayer
8661,PlayStation2,Action Adventure,1 Player
8661,PlayStation2,Fantasy,1 Player
8662,GameCube,Action,04-Jan
8662,GameCube,Fighting,04-Jan
8662,GameCube,3D,04-Jan
8663,PlayStation2,Driving,02-Jan
8663,PlayStation2,Racing,02-Jan
8664,PC,Sports,02-Jan
8664,PC,Individual,02-Jan
8665,PC,Strategy,1 Player
8665,PC,General,1 Player
8665,PC,General,1 Player
8666,PlayStation2,Action,1 Player
8666,PlayStation2,Platformer,1 Player
8666,PlayStation2,3D,1 Player
8668,PC,Driving,08-Jan
8668,PC,Racing,08-Jan
8668,PC,Arcade,08-Jan
8671,Wii,Role-Playing,No Online Multiplayer
8671,Wii,General,No Online Multiplayer
8671,Wii,General,No Online Multiplayer
8672,PlayStation2,Miscellaneous,08-Jan
8672,PlayStation2,Music,08-Jan
8673,Switch,Action Adventure,No Online Multiplayer
8674,Xbox360,Miscellaneous,Up to 4 
8674,Xbox360,Puzzle,Up to 4 
8674,Xbox360,Puzzle,Up to 4 
8674,Xbox360,General,Up to 4 
8674,Xbox360,Puzzle,Up to 4 
8674,Xbox360,General,Up to 4 
8675,PSP,Sports,2  Online
8675,PSP,Traditional,2  Online
8675,PSP,Team,2  Online
8675,PSP,Sim,2  Online
8675,PSP,Sim,2  Online
8677,PC,Action,Online Multiplayer
8677,PC,Shooter,Online Multiplayer
8677,PC,First-Person,Online Multiplayer
8677,PC,Arcade,Online Multiplayer
8679,XboxOne,Action,Up to 8 
8679,XboxOne,Shooter,Up to 8 
8679,XboxOne,First-Person,Up to 8 
8679,XboxOne,Tactical,Up to 8 
8680,PlayStation4,Role-Playing,2
8680,PlayStation4,Action RPG,2
8681,DS,Role-Playing,No Online Multiplayer
8681,DS,Console-style RPG,No Online Multiplayer
8681,DS,Console-style RPG,No Online Multiplayer
8681,DS,Japanese-Style,No Online Multiplayer
8682,Xbox,Sports,2  Online
8682,Xbox,Traditional,2  Online
8682,Xbox,Sim,2  Online
8683,PSP,Driving,Up to 4 
8683,PSP,Racing,Up to 4 
8683,PSP,Simulation,Up to 4 
8683,PSP,Arcade,Up to 4 
8683,PSP,Automobile,Up to 4 
8684,PlayStation2,Simulation,4  Online
8684,PlayStation2,Sci-Fi,4  Online
8685,PC,Action,No Online Multiplayer
8685,PC,General,No Online Multiplayer
8686,PlayStation2,Miscellaneous,02-Jan
8686,PlayStation2,Compilation,02-Jan
8687,DS,Action Adventure,1 Player
8687,DS,Adventure,1 Player
8687,DS,General,1 Player
8687,DS,General,1 Player
8689,XboxOne,Action Adventure,No Online Multiplayer
8689,XboxOne,Open-World,No Online Multiplayer
8690,3DS,Puzzle,1 Player
8690,3DS,Action,1 Player
8690,3DS,Platformer,1 Player
8690,3DS,Platformer,1 Player
8690,3DS,2D,1 Player
8690,3DS,2D,1 Player
8691,PlayStation2,Sports,04-Jan
8691,PlayStation2,Traditional,04-Jan
8691,PlayStation2,Sim,04-Jan
8695,PlayStation3,Miscellaneous,No Online Multiplayer
8695,PlayStation3,Compilation,No Online Multiplayer
8695,PlayStation3,Compilation,No Online Multiplayer
8699,PlayStation3,Action,04-Jan
8699,PlayStation3,General,04-Jan
8699,PlayStation3,General,04-Jan
8700,XboxOne,Action,Up to 16 
8700,XboxOne,Shooter,Up to 16 
8700,XboxOne,Third-Person,Up to 16 
8700,XboxOne,Arcade,Up to 16 
8702,PlayStation2,Action,16-Jan
8702,PlayStation2,Shooter,16-Jan
8702,PlayStation2,First-Person,16-Jan
8702,PlayStation2,Sci-Fi,16-Jan
8704,PC,Action,04-Jan
8704,PC,Platformer,04-Jan
8704,PC,Platformer,04-Jan
8704,PC,3D,04-Jan
8704,PC,3D,04-Jan
8705,PlayStation4,Strategy,No Online Multiplayer
8705,PlayStation4,Turn-Based,No Online Multiplayer
8705,PlayStation4,Action,No Online Multiplayer
8705,PlayStation4,Beat-'Em-Up,No Online Multiplayer
8705,PlayStation4,3D,No Online Multiplayer
8706,Switch,Action,No Online Multiplayer
8706,Switch,General,No Online Multiplayer
8706,Switch,Platformer,No Online Multiplayer
8706,Switch,2D,No Online Multiplayer
8708,DS,Role-Playing,8  Online
8708,DS,Console-style RPG,8  Online
8708,DS,Console-style RPG,8  Online
8708,DS,Japanese-Style,8  Online
8709,PlayStation4,Role-Playing,2
8709,PlayStation4,Japanese-Style,2
8710,PlayStation3,Sports,Up to 8 
8710,PlayStation3,Individual,Up to 8 
8711,PlayStation4,Modern,Up to 10 
8711,PlayStation4,Action,Up to 10 
8711,PlayStation4,Shooter,Up to 10 
8711,PlayStation4,First-Person,Up to 10 
8711,PlayStation4,Tactical,Up to 10 
8713,Switch,Action,2
8713,Switch,Beat-'Em-Up,2
8713,Switch,2D,2
8714,Switch,Adventure,No Online Multiplayer
8714,Switch,General,No Online Multiplayer
8715,PlayStation4,Role-Playing,No Online Multiplayer
8715,PlayStation4,Japanese-Style,No Online Multiplayer
8716,Switch,Miscellaneous,No Online Multiplayer
8716,Switch,Compilation,No Online Multiplayer
8717,Switch,Action,No Online Multiplayer
8717,Switch,General,No Online Multiplayer
8718,Switch,Puzzle,No Online Multiplayer
8718,Switch,Action,No Online Multiplayer
8719,XboxOne,Action,No Online Multiplayer
8719,XboxOne,Platformer,No Online Multiplayer
8719,XboxOne,2D,No Online Multiplayer
8722,PC,Action Adventure,No Online Multiplayer
8724,PlayStationVita,Action Adventure,No Online Multiplayer
8724,PlayStationVita,Fantasy,No Online Multiplayer
8724,PlayStationVita,Compilation,No Online Multiplayer
8724,PlayStationVita,Miscellaneous,No Online Multiplayer
8724,PlayStationVita,Compilation,No Online Multiplayer
8725,PC,General,No Online Multiplayer
8725,PC,Action,No Online Multiplayer
8725,PC,General,No Online Multiplayer
8727,PlayStation2,Driving,02-Jan
8728,PlayStation2,Role-Playing,02-Jan
8728,PlayStation2,Console-style RPG,02-Jan
8729,GameBoyAdvance,Role-Playing,1 Player
8729,GameBoyAdvance,Action RPG,1 Player
8730,PlayStation2,Action,1 Player
8730,PlayStation2,Shooter,1 Player
8730,PlayStation2,Third-Person,1 Player
8730,PlayStation2,Modern,1 Player
8731,PC,Strategy,08-Jan
8731,PC,Turn-Based,08-Jan
8731,PC,Fantasy,08-Jan
8731,PC,General,08-Jan
8732,PC,Action Adventure,No Online Multiplayer
8732,PC,Modern,No Online Multiplayer
8732,PC,General,No Online Multiplayer
8732,PC,Modern,No Online Multiplayer
8733,GameBoyAdvance,Sports,02-Jan
8733,GameBoyAdvance,Traditional,02-Jan
8733,GameBoyAdvance,Sim,02-Jan
8734,GameBoyAdvance,Action,04-Jan
8734,GameBoyAdvance,Fighting,04-Jan
8735,PlayStation2,Driving,02-Jan
8735,PlayStation2,Racing,02-Jan
8736,PC,Sports,1 Player
8736,PC,Traditional,1 Player
8736,PC,Team,1 Player
8736,PC,Sim,1 Player
8737,PlayStation2,Action,02-Jan
8737,PlayStation2,Platformer,02-Jan
8737,PlayStation2,3D,02-Jan
8738,Wii,Driving,No Online Multiplayer
8738,Wii,Racing,No Online Multiplayer
8738,Wii,Arcade,No Online Multiplayer
8738,Wii,Arcade,No Online Multiplayer
8738,Wii,Automobile,No Online Multiplayer
8741,PlayStation3,Action,16  Online
8741,PlayStation3,Shooter,16  Online
8741,PlayStation3,Shooter,16  Online
8741,PlayStation3,First-Person,16  Online
8741,PlayStation3,Modern,16  Online
8741,PlayStation3,Modern,16  Online
8741,PlayStation3,Arcade,16  Online
8742,XboxOne,Action,No Online Multiplayer
8742,XboxOne,Action Adventure,No Online Multiplayer
8742,XboxOne,General,No Online Multiplayer
8742,XboxOne,General,No Online Multiplayer
8742,XboxOne,Open-World,No Online Multiplayer
8745,PSP,Miscellaneous,04-Jan
8745,PSP,Compilation,04-Jan
8745,PSP,Compilation,04-Jan
8746,PlayStation4,Action Adventure,No Online Multiplayer
8746,PlayStation4,General,No Online Multiplayer
8747,PlayStation4,Action Adventure,2
8747,PlayStation4,General,2
8748,PC,Action,16  Online
8748,PC,Action Adventure,16  Online
8748,PC,General,16  Online
8748,PC,Sci-Fi,16  Online
8748,PC,General,16  Online
8752,PlayStation3,Driving,Up to 8 
8752,PlayStation3,Racing,Up to 8 
8752,PlayStation3,Arcade,Up to 8 
8752,PlayStation3,Arcade,Up to 8 
8752,PlayStation3,Automobile,Up to 8 
8754,DS,Action,04-Jan
8754,DS,General,04-Jan
8754,DS,General,04-Jan
8754,DS,Shooter,04-Jan
8754,DS,Third-Person,04-Jan
8754,DS,Arcade,04-Jan
8757,PC,Action,No Online Multiplayer
8757,PC,Platformer,No Online Multiplayer
8757,PC,3D,No Online Multiplayer
8759,PC,Action,No Online Multiplayer
8759,PC,Platformer,No Online Multiplayer
8759,PC,2D,No Online Multiplayer
8761,Xbox,Action,4  Online
8761,Xbox,Shooter,4  Online
8761,Xbox,First-Person,4  Online
8761,Xbox,Sci-Fi,4  Online
8762,Xbox,Action,8  Online
8762,Xbox,Shooter,8  Online
8762,Xbox,First-Person,8  Online
8762,Xbox,Modern,8  Online
8764,Xbox360,Sports,8  Online
8764,Xbox360,Traditional,8  Online
8764,Xbox360,Team,8  Online
8765,PlayStation4,Action,No Online Multiplayer
8765,PlayStation4,Music,No Online Multiplayer
8766,Xbox,Action,04-Jan
8766,Xbox,Shooter,04-Jan
8766,Xbox,First-Person,04-Jan
8766,Xbox,Historic,04-Jan
8767,PlayStation2,Action,1 Player
8767,PlayStation2,Beat-'Em-Up,1 Player
8768,PC,Adventure,No Online Multiplayer
8768,PC,General,No Online Multiplayer
8773,PSP,Sports,2  Online
8773,PSP,Traditional,2  Online
8773,PSP,Team,2  Online
8773,PSP,Sim,2  Online
8773,PSP,Sim,2  Online
8774,GameCube,Miscellaneous,04-Jan
8774,GameCube,Compilation,04-Jan
8775,PlayStation3,Action,No Online Multiplayer
8775,PlayStation3,Beat-'Em-Up,No Online Multiplayer
8775,PlayStation3,Beat-'Em-Up,No Online Multiplayer
8775,PlayStation3,2D,No Online Multiplayer
8775,PlayStation3,3D,No Online Multiplayer
8777,3DS,Action Adventure,1 Player
8777,3DS,Fantasy,1 Player
8777,3DS,General,1 Player
8777,3DS,Fantasy,1 Player
8778,XboxOne,Action Adventure,Up to 4 
8778,XboxOne,Open-World,Up to 4 
8780,PSP,Sports,02-Jan
8780,PSP,Traditional,02-Jan
8780,PSP,Team,02-Jan
8780,PSP,Arcade,02-Jan
8780,PSP,Arcade,02-Jan
8781,Switch,Strategy,Online Multiplayer
8781,Switch,Real-Time,Online Multiplayer
8782,PlayStation4,Adventure,No Online Multiplayer
8782,PlayStation4,3D,No Online Multiplayer
8782,PlayStation4,Third-Person,No Online Multiplayer
8783,PlayStation4,Adventure,No Online Multiplayer
8783,PlayStation4,General,No Online Multiplayer
8784,PC,Role-Playing,No Online Multiplayer
8784,PC,Console-style RPG,No Online Multiplayer
8784,PC,Console-style RPG,No Online Multiplayer
8785,PC,General,No Online Multiplayer
8785,PC,Role-Playing,No Online Multiplayer
8785,PC,Action RPG,No Online Multiplayer
8788,GameBoyAdvance,Driving,02-Jan
8788,GameBoyAdvance,Racing,02-Jan
8789,GameCube,Miscellaneous,02-Jan
8789,GameCube,Puzzle,02-Jan
8790,PlayStation2,Action Adventure,1 Player
8790,PlayStation2,Horror,1 Player
8791,PC,Action Adventure,No Online Multiplayer
8791,PC,Horror,No Online Multiplayer
8791,PC,Horror,No Online Multiplayer
8791,PC,Survival,No Online Multiplayer
8793,PlayStation2,Action,04-Jan
8793,PlayStation2,Beat-'Em-Up,04-Jan
8794,GameBoyAdvance,Action,1 Player
8794,GameBoyAdvance,Platformer,1 Player
8794,GameBoyAdvance,2D,1 Player
8796,Xbox,Sports,04-Jan
8796,Xbox,Traditional,04-Jan
8796,Xbox,Sim,04-Jan
8797,GameBoyAdvance,Action,04-Jan
8797,GameBoyAdvance,Fighting,04-Jan
8798,PC,Strategy,08-Jan
8798,PC,Historic,08-Jan
8798,PC,Historic,08-Jan
8800,PC,Strategy,08-Jan
8800,PC,Historic,08-Jan
8800,PC,Historic,08-Jan
8802,PC,Strategy,No Online Multiplayer
8802,PC,Turn-Based,No Online Multiplayer
8802,PC,Historic,No Online Multiplayer
8802,PC,General,No Online Multiplayer
8802,PC,Historic,No Online Multiplayer
8804,PSP,Role-Playing,Up to 4 
8804,PSP,Action RPG,Up to 4 
8804,PSP,Action RPG,Up to 4 
8806,XboxOne,Action,No Online Multiplayer
8806,XboxOne,Shooter,No Online Multiplayer
8806,XboxOne,First-Person,No Online Multiplayer
8806,XboxOne,Arcade,No Online Multiplayer
8807,PlayStation4,Puzzle,Up to 4 
8808,PlayStation3,Action Adventure,No Online Multiplayer
8808,PlayStation3,Sci-Fi,No Online Multiplayer
8808,PlayStation3,Sci-Fi,No Online Multiplayer
8808,PlayStation3,General,No Online Multiplayer
8809,PC,Adventure,No Online Multiplayer
8809,PC,3D,No Online Multiplayer
8809,PC,First-Person,No Online Multiplayer
8810,PC,Action,1 Player
8810,PC,Shooter,1 Player
8810,PC,Shooter,1 Player
8810,PC,First-Person,1 Player
8810,PC,Sci-Fi,1 Player
8810,PC,Sci-Fi,1 Player
8810,PC,Arcade,1 Player
8811,PC,Action,No Online Multiplayer
8811,PC,Music,No Online Multiplayer
8811,PC,Action Adventure,No Online Multiplayer
8811,PC,Open-World,No Online Multiplayer
8812,PSP,Action,04-Jan
8812,PSP,Sports,04-Jan
8812,PSP,Fighting,04-Jan
8812,PSP,Fighting,04-Jan
8812,PSP,Individual,04-Jan
8812,PSP,Combat,04-Jan
8813,PlayStation4,Action,Up to 4 
8813,PlayStation4,Shooter,Up to 4 
8813,PlayStation4,First-Person,Up to 4 
8813,PlayStation4,Arcade,Up to 4 
8815,PC,Action Adventure,No Online Multiplayer
8815,PC,Modern,No Online Multiplayer
8815,PC,Modern,No Online Multiplayer
8815,PC,Open-World,No Online Multiplayer
8816,PlayStation4,Role-Playing,No Online Multiplayer
8816,PlayStation4,Action RPG,No Online Multiplayer
8818,Wii,Action,04-Jan
8818,Wii,General,04-Jan
8818,Wii,General,04-Jan
8819,PlayStation4,Strategy,2
8819,PlayStation4,Real-Time,2
8822,PC,Role-Playing,Massively Multiplayer
8822,PC,Fantasy,Massively Multiplayer
8822,PC,Fantasy,Massively Multiplayer
8823,PlayStation2,Action Adventure,1 Player
8823,PlayStation2,Modern,1 Player
8825,Xbox360,Action,02-Jan
8825,Xbox360,Shooter,02-Jan
8825,Xbox360,Shooter,02-Jan
8826,Xbox360,Driving,Up to 12 
8826,Xbox360,Racing,Up to 12 
8826,Xbox360,Simulation,Up to 12 
8826,Xbox360,Automobile,Up to 12 
8827,PC,Strategy,No Online Multiplayer
8828,PSP,Sports,2  Online
8828,PSP,Traditional,2  Online
8828,PSP,Team,2  Online
8828,PSP,Sim,2  Online
8828,PSP,Sim,2  Online
8830,Xbox360,Strategy,4  Online
8830,Xbox360,Turn-Based,4  Online
8830,Xbox360,Sci-Fi,4  Online
8830,Xbox360,Sci-Fi,4  Online
8830,Xbox360,General,4  Online
8831,Switch,Action,No Online Multiplayer
8831,Switch,General,No Online Multiplayer
8832,PlayStation4,Racing,Up to 12 
8832,PlayStation4,Arcade,Up to 12 
8832,PlayStation4,Automobile,Up to 12 
8833,Switch,Strategy,No Online Multiplayer
8833,Switch,Turn-Based,No Online Multiplayer
8838,PC,Shooter,
8838,PC,First-Person,
8838,PC,Modern,
8838,PC,Modern,
8838,PC,Action,
8838,PC,Shooter,
8838,PC,Third-Person,
8838,PC,Modern,
8838,PC,Arcade,
8839,PC,Driving,No Online Multiplayer
8839,PC,Racing,No Online Multiplayer
8839,PC,Arcade,No Online Multiplayer
8839,PC,Arcade,No Online Multiplayer
8839,PC,Automobile,No Online Multiplayer
8840,PlayStation3,Action Adventure,1 Player
8840,PlayStation3,Fantasy,1 Player
8840,PlayStation3,General,1 Player
8840,PlayStation3,Fantasy,1 Player
8841,PlayStation2,Role-Playing,1 Player
8841,PlayStation2,Action RPG,1 Player
8842,PlayStation2,Action,02-Jan
8842,PlayStation2,Beat-'Em-Up,02-Jan
8843,DS,Strategy,2  Online
8843,DS,Turn-Based,2  Online
8843,DS,Sci-Fi,2  Online
8843,DS,Sci-Fi,2  Online
8844,PSP,Strategy,04-Jan
8844,PSP,General,04-Jan
8844,PSP,Modern,04-Jan
8845,Xbox,Action Adventure,02-Jan
8845,Xbox,Fantasy,02-Jan
8846,PSP,Action,No Online Multiplayer
8846,PSP,Platformer,No Online Multiplayer
8846,PSP,Platformer,No Online Multiplayer
8846,PSP,3D,No Online Multiplayer
8846,PSP,3D,No Online Multiplayer
8847,PC,Action Adventure,1 Player
8847,PC,Sci-Fi,1 Player
8847,PC,Sci-Fi,1 Player
8847,PC,General,1 Player
8848,Switch,Miscellaneous,No Online Multiplayer
8848,Switch,Compilation,No Online Multiplayer
8849,Switch,Puzzle,No Online Multiplayer
8849,Switch,Action,No Online Multiplayer
8851,Xbox360,Action,2  Online
8851,Xbox360,Fighting,2  Online
8851,Xbox360,Fighting,2  Online
8851,Xbox360,2D,2  Online
8851,Xbox360,2D,2  Online
8853,PC,Action,16-Jan
8853,PC,Shooter,16-Jan
8853,PC,Shooter,16-Jan
8853,PC,First-Person,16-Jan
8853,PC,Tactical,16-Jan
8853,PC,Modern,16-Jan
8853,PC,Modern,16-Jan
8854,PC,Strategy,08-Jan
8854,PC,Real-Time,08-Jan
8854,PC,General,08-Jan
8855,PC,Action Adventure,08-Jan
8855,PC,Sci-Fi,08-Jan
8855,PC,Sci-Fi,08-Jan
8855,PC,General,08-Jan
8857,Xbox,Strategy,02-Jan
8857,Xbox,Real-Time,02-Jan
8857,Xbox,Fantasy,02-Jan
8858,XboxOne,Action Adventure,No Online Multiplayer
8858,XboxOne,General,No Online Multiplayer
8860,Xbox360,Sports,Up to 8 
8860,Xbox360,Individual,Up to 8 
8861,PC,Action,Online Multiplayer
8861,PC,Shooter,Online Multiplayer
8862,PlayStation4,Racing,No Online Multiplayer
8862,PlayStation4,Arcade,No Online Multiplayer
8862,PlayStation4,Automobile,No Online Multiplayer
8864,PlayStation3,Miscellaneous,02-Jan
8864,PlayStation3,Puzzle,02-Jan
8864,PlayStation3,Puzzle,02-Jan
8864,PlayStation3,General,02-Jan
8864,PlayStation3,Puzzle,02-Jan
8864,PlayStation3,General,02-Jan
8866,Xbox360,Driving,4  Online
8866,Xbox360,Racing,4  Online
8866,Xbox360,Arcade,4  Online
8866,Xbox360,Automobile,4  Online
8867,PlayStation4,Role-Playing,No Online Multiplayer
